"O1";"O2";"O3";"O4"
-0,576133932046284;-0,696786146376117;-0,39883180888779;-0,704452230427939
0,388233429381658;0,354319257109102;0,127488168068096;0,570880946930882
-0,350935178559464;-0,0495941489827728;0,106188274917234;0,1229633383678
0,281267456594934;0,195619546733881;0,528078320491018;0,552830255708747
-0,425513195685956;-0,115488048855014;-0,304616272008023;-0,478081861802598
0,0333207292175708;0,0348625084783003;-0,260829037054127;0,231360504819316
0,119193246140107;-0,165456662930995;0,0707094132330454;0,334043902420326
-0,418249233668658;-0,525433640738182;-0,662017408011397;-0,0969275524226275
0,710923537641582;0,127524822609638;0,553363657146026;0,997792095505187
0,272615961479363;-0,0159160619129698;-0,513497843054436;-0,411236324087925
-0,0605168042661696;0,0955194629615816;0,00423872615918745;-0,364142581247848
-0,036414845402628;0,317991759788023;-0,154719155295875;-0,463352311666707
-0,120796067030402;0,0104604021231469;0,383837130117456;0,370175312038196
-0,523416741354177;-0,36311831777537;-0,693929041036578;-0,274962017058916
0,00306820459007557;0,0798027632046509;0,11372572723773;-0,474107653824231
0,536393554446492;0,321035728213502;0,0641509042988598;0,0205696953706077
0,645010859067855;0,668836553511437;0,761039770708718;0,94195699025426
-0,580179064412062;-0,635809668295527;-0,932879331645098;-0,683468857244484
0,251954187035994;0,167719136456205;0,16199841001402;0,47121364355749
-0,564764453494226;-0,261723380550678;-0,295993024133531;-0,291581572062734
0,0280866660395853;0,533837240620918;0,0561738348768619;0,597896452409755
-0,513814483849811;-0,130107097238562;-0,0880732606840561;-0,441683398952917
0,836790319709795;0,732954431129647;0,805030366212649;0,513525227764796
0,300363233998966;0,218113554310433;-0,0854262062020285;0,359746891464161
-0,0307767119696303;-0,254068604668059;0,0939619802860463;-0,53805184239116
-0,350078254204106;-0,326887497836135;-0,440679221402292;-0,325688837137366
-0,442863983969239;-0,194627889505107;0,244901305143749;-0,378432077842873
0,331292748830363;0,0941648081701101;0,612942657404506;0,277230934947521
-0,377050560774442;-0,236993814490188;-0,489893006371681;-0,0048754704312387
-0,0304152058374869;-0,233151796664319;-0,302581425021637;0,122418438469662
-0,197876578903385;-0,0857740786268957;0,154507758448107;0,0571374916748954
-0,237455143818917;0,0273018267873724;0,229502770213498;-0,0732049195772487
-0,215018183463644;-0,349276790030451;-0,489570278654458;-0,0652082351096938
0,0508240081381226;-0,062338522328298;0,161309296766986;0,234992968234997
-0,0152737609198823;0,248280646247183;-0,186505052742342;-0,124007878860214
-0,247562627561849;-0,302344789211888;-0,439361164469051;-0,260669229911724
0,316605276994485;0,340241505092021;0,631632740611424;0,250112635239671
-0,161079387647978;-0,428141384372494;-0,0673030163176529;-0,240006036345572
0,365746208534318;0,112958756025676;0,0846722223051746;0,488982068102206
-0,422574234967392;-0,683004587897929;-0,89788621421117;-1,21375533732923
0,137149833725799;0,159501510717197;0,199526180866785;0,357351601820751
-0,258135199021424;-0,0829514063553329;0,137463753403002;-0,220347239035746
-0,750502047584101;-0,758994793730575;-0,416231758886319;-0,832184215926027
0,745184016950494;0,257230166990686;0,83373964370485;0,0967328105718051
-0,0963870743198911;0,414128471152587;0,149467480366493;-0,234876645603578
0,318403959553114;0,257417016729641;0,388506208811587;0,689315464883073
-0,211629041335845;-0,0404733772430586;0,0966082898808713;-0,156921038800924
0,0606285246074433;0,415521432013427;0,0196698752338149;0,48717216054009
-0,10039860563567;0,0527494406519604;-0,2363781110889;0,0704168404557648
0,109736296008558;0,0463035293220867;0,256592765165203;0,277651526071539
-0,0940191146842289;0,108235796791568;0,123857326592759;-0,0112690814745555
-0,379911358289535;-0,175263939088625;0,225586114742842;-0,139563495220858
-0,419720893806753;-0,32450233121319;-0,190216936044129;-0,469784582031979
0,364448268856797;0,26989870671341;-0,0891529071240691;0,449232518165258
0,042777425667707;0,0476912819152876;-0,265508069038346;-0,23894425571058
-0,147704152987224;0,137872255322554;0,379244231407588;0,617892952132895
-0,509792672676363;-0,210304191964461;-0,61645341564731;-0,586374642057454
-0,204581231884821;-0,199343373181462;-0,329848366046069;0,345073833406176
0,0917289304924184;0,207350124778652;0,100898148547221;-0,735890806103386
-0,295939359513886;-0,557786037177862;-0,282049062050067;-0,344635529583692
-0,143371637743996;-0,017165120030126;0,305250133474766;0,0300827399857312
0,0972150020481573;0,0902213129448675;0,445287185063519;0,112520102833832
-0,0525829687242389;-0,0605042534957992;-0,0005684923535835;-0,271046599322492
0,111576877012309;0,471729904187179;0,055549131982825;0,564319766668738
-0,180718654828278;0,590614735082523;0,0680258433566418;0,379262507744296
-0,412461109939348;-0,1826724541953;-0,559610110830189;-0,57795548195576
0,191367325484893;-0,106479310070413;-0,461021650578122;-0,619296917947413
1,12337740118646;0,436189002541832;0,573473926339975;0,678105384195303
-0,0198540876332385;0,36336041613823;-0,00896098289163517;1,1947125746395
0,0749987173534586;-0,043685255684118;0,00967092939294327;-0,680913895892203
0,26446333493334;0,291500062096674;0,32454255273157;0,0921739552622109
-0,342879074401999;-0,393041132745465;-0,544911290826325;-0,519201134913268
0,271844926911129;-0,0451783252264877;0,316128673343155;0,360089127267962
0,0617362699391185;0,210562417015424;0,242832511039198;0,466664510530818
0,150873107298872;-0,0960382891575171;0,422414962264715;0,292254026396541
-0,0139938974234933;0,267522566331149;0,0221553356037428;-0,00192864084533961
0,217071907524525;0,151860568639174;0,283783622753143;0,557161413465572
0,229680832211024;0,221483169930814;0,287672988595623;0,161910077656747
0,134194540350663;-0,0904054677026806;-0,152377847515529;-0,329596274916207
-0,405394411593626;-0,067806658193915;-0,454267767566195;-0,485695166097568
0,0408656490833496;-0,34493431884882;-0,454413768928897;-0,336922360016345
-0,191487708564502;-0,074110754194214;-0,170619982022555;0,0930526590291529
-0,233753737566223;-0,100731461688882;-0,266249741466848;0,236398325548425
-0,639352136850029;-0,546158504168769;-0,898102759515958;-0,422760254811261
0,133848421702843;0,269605154563275;0,241282580744608;0,0439641932961362
0,303250723093903;0,205624203266815;0,507608757331343;0,554598360260164
0,706436854023989;0,582391263055987;0,650754009192695;1,16869301789497
-0,553077136376558;-0,629255547004328;-0,0603813239546667;-0,317735331873553
0,149990885893554;-0,0422419491785984;0,180395876744608;0,189973106719554
-0,0537482684165509;-0,0376290821585691;0,0962169499468546;0,0181473889933872
0,225439929729531;0,527822185479102;0,575448480778062;0,260059979729761
-0,324750302702955;-0,308529415322303;-0,29582858578854;0,103090647861008
0,169787386717143;0,00994004623978043;0,0120520813532261;-0,227291756728006
-0,116068628363947;-0,217628172212516;-0,282455790836052;-0,447557628434435
0,196655192364339;0,248378648136841;0,0785186957723062;-0,557325792001434
-0,0102896178288606;-0,274871158825528;-0,137361555832913;-0,127410703632904
-0,0386744855061241;0,000358474861794661;-0,360314339761918;0,172315662785696
-0,4793252835779;-0,585426382448262;-0,188248072301419;-0,256687621128996
0,0766920907739295;-0,0683492491709013;-0,235103233319534;0,690365039998196
0,0178913580348487;-0,121170991692158;-0,263703098611544;-0,0592991744701048
-0,21542341202142;0,013422742856438;-0,131513728201575;-0,243833349749206
-0,180644016006018;-0,0873748448548992;-0,441582790062057;0,219469700204718
0,239014922179672;0,129817256842933;0,202909160411945;0,236401495177355
0,524119064024411;0,139850780893446;0,433744750918519;0,778502570066261
0,541445155858184;0,114406115221291;0,0809775631414886;0,33043733214077
-0,420227577696656;-0,572659036459236;-0,447758349748135;-0,332517301475883
0,0629681518579283;-0,0713024144430566;0,159105993637653;-0,252716969371455
0,335684983809566;0,20810754476629;0,357978978563509;0,146793012695094
0,103474433053253;0,0813423836649913;0,493827190896417;0,367469116877549
0,290815066029037;0,242466462479099;0,80472884202492;0,451814337820507
0,177945646981263;-0,247241830451058;-0,380335878456427;0,136940363259891
0,0611514879922544;0,334436006040588;-0,0477789252856646;0,382378545824727
-0,215964451483734;-0,265727445930738;-0,125720062931384;0,156114051916891
0,0769749035076964;-0,158021505475029;-0,368444673432136;0,540428726710405
-0,65077023269247;-0,581510901962966;-0,878877674938861;-0,82526320828755
0,204711098438947;0,157059291847473;0,318273222666577;0,0432889078363775
-0,101345656680508;-0,379437874837738;-0,518298161886185;-0,455408776502682
0,221739878893838;0,81870537437436;0,791296339395017;0,81731162129434
-0,210409077567023;-0,231959755930531;-0,374714953591118;-0,352303462429104
0,11544057675929;-0,0238098800436159;0,154137202074432;0,0313095099630789
0,203254004220652;0,169383718219123;0,0996904999027824;0,504141747203893
-0,411956192084109;-0,337935912529282;-0,390261878036973;-1,112552669649
-0,181213486396138;0,0524559286562222;0,1410066751579;0,134687191017225
0,122834797406178;-0,029983123227088;-0,0276226138355631;0,499900651063558
-0,653423006149264;-0,418848742150448;-0,00786969787875963;-0,350191666842595
0,265316156656549;-0,124146482172835;-0,0995564280882061;0,24977305646841
-0,371629202835211;-0,412691070182029;-0,647003788482662;-0,563451505570378
0,335145541249751;0,0989739267059912;0,339631859835137;0,226017108135134
-0,175674857474868;-0,202422006032518;-0,271280579509088;-0,111566555868756
0,232613278990949;0,0638291851269788;-0,184013552036521;0,117336928370906
0,602780222335695;0,0668897893327784;-0,131501173351277;0,245966223899866
0,208951310174731;0,0123772063081323;0,456213729815762;-0,212164498239418
-0,345441178800615;-0,589597924770596;-0,0488936466417835;-0,729027604783684
0,778663894120038;0,515149221499558;0,679953639082107;0,185466363995695
0,190359946713705;0,0662320556787318;0,331133241719662;0,470389570468918
0,103857528568198;0,0522460659822437;0,197413133332542;0,387290262143626
0,0765278355688179;-0,265869023525784;0,010299853162658;0,0580987069382646
-0,0170311957583895;0,0330713072024303;-0,10762528883341;-0,372520833821988
-0,0632418463084716;0,167622932269872;-0,0919538833116377;-0,0888596241027853
0,144656015230461;0,486148592737507;0,47035817681527;0,015030222350585
-0,53652115015353;-0,493562003365249;-0,379276995122983;-0,674786792739353
0,394927803630558;0,250966976007725;0,602436060996978;0,37176567219337
0,663178523153665;0,29807097948602;0,235688432997477;0,355900265788354
-0,379062808555262;0,00329454407925628;-0,0651285329834475;-0,57487600534657
-0,114776581370728;0,0669522318701883;0,260945814556854;0,168666724719697
0,315447004583155;0,0808908236230201;0,846599548016911;0,450659439580545
0,607114758304295;0,199176349122626;0,187856059227148;0,627249298519148
-0,171483213607687;-0,182780322969973;-0,172533164698649;-0,379348008181319
-0,580939492203164;-0,615601099132032;-0,539279597687415;-0,658975994573359
0,179040100924868;0,187203871946856;0,512360147006051;0,0129755288340695
-0,113424799739499;-0,214602717212971;-0,0170256785984767;0,721979259381157
-0,248593362977281;-0,37797994899102;-0,394410445027369;-0,581585768670871
0,0787103426260392;-0,138387426095161;-0,319450792806556;0,047201688986445
0,0810041402821009;0,173818753902768;0,0708418556147027;-0,0630105745037714
-0,409937307572086;0,0826355839864318;0,0736798286161632;-0,532630742137316
0,240151884368958;0,105014234363649;-0,0379325225304625;-0,0938486330657616
0,279032037604428;0,289191265746509;0,152035800645989;0,264391622663053
0,183341721737974;0,0438249345166778;0,452267566907945;0,0737351528280596
-0,178472117231544;-0,135752719042999;-0,394635019739667;-0,558909968672038
0,0275944060193012;-0,143579809235759;0,164289211882497;0,110622781637881
0,0906213147382619;0,227741850901219;0,171812598017545;-0,0538160916886664
0,258059869956185;0,485643781714871;0,357951233250016;0,157022214715987
0,182555471507756;0,163325286816806;0,574833171044506;0,245521924891992
0,370651661513375;0,333215589140685;0,31852602949951;0,614118197206886
-0,245207501973393;-0,123003355278205;-0,0812266154840766;-0,172333402696297
0,139212502408288;0,400558709253026;0,46033520828564;0,491187173397287
0,515994261417733;0,17596186782171;0,260897019273058;0,598398990815658
-0,420430130446113;-0,0143881235937972;-0,648995557120348;-0,268263986430446
0,226415654044571;0,284225143199633;0,218258596468328;0,505017451026874
0,216684701688497;0,334037332728004;0,187555286912569;0,192296629475899
0,101427074364525;0,0741548505805475;-0,17900844259351;0,331125273298624
0,0410942095012609;-0,177062853665522;-0,211107563367535;-0,354246586285885
0,114359635373909;0,243747425212773;-0,0185897963324071;0,122479308668464
0,170672547701735;-0,362449344645329;-0,0420136194223371;0,171308300710908
-0,260948724948836;-0,283767122962857;-0,400510008404477;0,253692407701504
-0,0225015802866147;-0,351779489723988;-0,234211533889342;0,277493475115484
-0,0911280657057245;0,268497039500588;0,0424138788452218;0,666423711304536
0,162043624742649;-0,0854475602294413;0,116549480729999;-0,120027991627857
-0,0607190423171337;-0,428118592368354;0,0842217098965708;-0,748173409273113
-0,0764384283288396;-0,433699224930541;0,0332108142430421;-0,0138822866166696
-0,0544966975556891;0,140398701772016;0,209393983100641;-0,151775149815464
0,219910597230016;0,383933079626105;0,235994180257058;0,796558383705292
-0,546757740981604;-0,456452833796731;-0,528454415220401;-0,835430083864108
-0,0106347517765101;-0,103679110766792;0,120644502849591;0,244038824627279
-0,31874562760526;-0,317199912962437;-0,592781444442987;-0,573561185228772
-0,315884124169833;0,0933620034800455;-0,275405634563004;-0,478676806336766
0,214275716820376;0,328289435352383;0,428402209041027;0,236786354399254
0,129885065003753;-0,0962788157705129;-0,707408256753236;-0,579966732280562
-0,568043670005232;-0,244147918845976;-0,958397956640928;-0,277005974806528
-0,100022218530517;0,271736674075927;-0,120939338729934;-0,00647366426860313
-0,173135152441633;0,121957355192355;-0,0283324141859214;-0,095812225881947
0,313929548691813;0,555660239613466;0,805737602738071;0,613450310128634
0,360331574703244;0,139092171191522;0,711756080017007;0,139200992622696
0,347333282847636;0,433562334897362;-0,131246702346175;0,54019031416452
-0,112235081106288;-0,264274966386408;-0,266436105678066;-0,0708780822506554
